138 704 19982005
0 7.7 9 65 0.042 -0.55 0.4 0
0 7.7 9 68 0.042 -0.18 0.4 0
0 7.7 9 72 0.042 0.18 0.4 0
0 7.7 9 77 0.042 0.55 0.4 0
0 2.5 10 68 0.11 -0.15 0.3 0
2.75 1.2 10 75 0.075 0.2 0.35 0
8 7.7 9 61 0.042 -0.55 0.4 0
8 7.7 9 65 0.042 -0.18 0.4 0
8 7.7 9 68 0.042 0.18 0.4 0
8 7.7 9 73 0.042 0.55 0.4 0
16 7.7 9 56 0.042 -0.55 0.4 0
16 7.7 9 60 0.042 -0.18 0.4 0
16 7.7 9 63 0.042 0.18 0.4 0
16 7.7 9 68 0.042 0.55 0.4 0
16.0 0.15 11 68 0.073 0.22 0.3467 0
16.25 0.15 11 80 0.073 -0.22 0.3467 0
16.5 0.05 2 42 0.055 -0.2 0.65 0
16.5 0.15 11 75 0.073 0.22 0.3467 0
16.75 0.15 11 72 0.073 -0.22 0.3467 0
17.0 0.15 11 80 0.073 0.22 0.3467 0
17.25 0.15 11 75 0.073 -0.22 0.3467 0
17.5 0.05 2 42 0.055 -0.2 0.65 0
17.5 0.15 11 84 0.073 0.22 0.3467 0
17.75 0.15 11 75 0.073 -0.22 0.3467 0
18.0 0.15 11 68 0.073 0.22 0.3467 0
18.25 0.15 11 80 0.073 -0.22 0.3467 0
18.5 0.05 2 42 0.055 -0.2 0.65 0
18.5 0.15 11 75 0.073 0.22 0.3467 0
18.75 0.15 11 72 0.073 -0.22 0.3467 0
19.0 0.15 11 80 0.073 0.22 0.3467 0
19.25 0.15 11 75 0.073 -0.22 0.3467 0
19.5 0.05 2 42 0.055 -0.2 0.65 0
19.5 0.15 11 84 0.073 0.22 0.3467 0
19.75 0.15 11 75 0.073 -0.22 0.3467 0
20.0 0.15 11 68 0.073 0.22 0.3833 0
20.25 0.15 11 80 0.073 -0.22 0.3833 0
20.5 0.05 2 42 0.055 -0.2 0.65 0
20.5 0.15 11 75 0.073 0.22 0.3833 0
20.75 0.15 11 72 0.073 -0.22 0.3833 0
21.0 0.15 11 80 0.073 0.22 0.3833 0
21.25 0.15 11 75 0.073 -0.22 0.3833 0
21.5 0.05 2 42 0.055 -0.2 0.65 0
21.5 0.15 11 84 0.073 0.22 0.3833 0
21.75 0.15 11 75 0.073 -0.22 0.3833 0
22.0 0.15 11 68 0.073 0.22 0.3833 0
22.25 0.15 11 80 0.073 -0.22 0.3833 0
22.5 0.05 2 42 0.055 -0.2 0.65 0
22.5 0.15 11 75 0.073 0.22 0.3833 0
22.75 0.15 11 72 0.073 -0.22 0.3833 0
23.0 0.15 11 80 0.073 0.22 0.3833 0
23.25 0.15 11 75 0.073 -0.22 0.3833 0
23.5 0.05 2 42 0.055 -0.2 0.65 0
23.5 0.15 11 84 0.073 0.22 0.3833 0
23.75 0.15 11 75 0.073 -0.22 0.3833 0
24 7.7 9 63 0.042 -0.55 0.4 0
24 7.7 9 67 0.042 -0.18 0.4 0
24 7.7 9 70 0.042 0.18 0.4 0
24 7.7 9 75 0.042 0.55 0.4 0
24.0 0.15 11 75 0.073 0.22 0.42 0
24.25 0.15 11 87 0.073 -0.22 0.42 0
24.5 0.05 2 42 0.055 -0.2 0.65 0
24.5 0.15 11 82 0.073 0.22 0.42 0
24.75 0.15 11 79 0.073 -0.22 0.42 0
25.0 0.15 11 87 0.073 0.22 0.42 0
25.25 0.15 11 82 0.073 -0.22 0.42 0
25.5 0.05 2 42 0.055 -0.2 0.65 0
25.5 0.15 11 91 0.073 0.22 0.42 0
25.75 0.15 11 82 0.073 -0.22 0.42 0
26.0 0.15 11 75 0.073 0.22 0.42 0
26.25 0.15 11 87 0.073 -0.22 0.42 0
26.5 0.05 2 42 0.055 -0.2 0.65 0
26.5 0.15 11 82 0.073 0.22 0.42 0
26.75 0.15 11 79 0.073 -0.22 0.42 0
27.0 0.15 11 87 0.073 0.22 0.42 0
27.25 0.15 11 82 0.073 -0.22 0.42 0
27.5 0.05 2 42 0.055 -0.2 0.65 0
27.5 0.15 11 91 0.073 0.22 0.42 0
27.75 0.15 11 82 0.073 -0.22 0.42 0
28.0 0.15 11 75 0.073 0.22 0.4567 0
28.25 0.15 11 87 0.073 -0.22 0.4567 0
28.5 0.05 2 42 0.055 -0.2 0.65 0
28.5 0.15 11 82 0.073 0.22 0.4567 0
28.75 0.15 11 79 0.073 -0.22 0.4567 0
29.0 0.15 11 87 0.073 0.22 0.4567 0
29.25 0.15 11 82 0.073 -0.22 0.4567 0
29.5 0.05 2 42 0.055 -0.2 0.65 0
29.5 0.15 11 91 0.073 0.22 0.4567 0
29.75 0.15 11 82 0.073 -0.22 0.4567 0
30.0 0.15 11 75 0.073 0.22 0.4567 0
30.25 0.15 11 87 0.073 -0.22 0.4567 0
30.5 0.05 2 42 0.055 -0.2 0.65 0
30.5 0.15 11 82 0.073 0.22 0.4567 0
30.75 0.15 11 79 0.073 -0.22 0.4567 0
31.0 0.15 11 87 0.073 0.22 0.4567 0
31.25 0.15 11 82 0.073 -0.22 0.4567 0
31.5 0.05 2 42 0.055 -0.2 0.65 0
31.5 0.15 11 91 0.073 0.22 0.4567 0
31.75 0.15 11 82 0.073 -0.22 0.4567 0
32 0.1 0 36 0.59 0 0.65 0
32 7.7 9 65 0.042 -0.55 0.4 0
32 7.7 9 68 0.042 -0.18 0.4 0
32 7.7 9 72 0.042 0.18 0.4 0
32 7.7 9 77 0.042 0.55 0.4 0
32.0 0.15 11 89 0.073 0.22 0.4933 0
32.25 0.15 11 84 0.073 -0.22 0.4933 0
32.5 0.05 2 42 0.055 -0.2 0.65 0
32.5 0.16 6 41 0.37 0 0.39 0
32.5 0.15 11 92 0.073 0.22 0.4933 0
32.75 0.16 6 41 0.31 0 0.39 0
32.75 0.15 11 84 0.073 -0.22 0.4933 0
33 0.1 0 36 0.59 0 0.65 0
33.0 0.15 11 77 0.073 0.22 0.4933 0
33.25 0.15 11 89 0.073 -0.22 0.4933 0
33.5 0.05 2 42 0.055 -0.2 0.65 0
33.5 0.16 6 41 0.37 0 0.39 0
33.5 0.15 11 84 0.073 0.22 0.4933 0
33.75 0.16 6 53 0.31 0 0.39 0
33.75 0.15 11 80 0.073 -0.22 0.4933 0
34 0.1 0 36 0.59 0 0.65 0
34.0 0.15 11 89 0.073 0.22 0.4933 0
34.25 0.15 11 84 0.073 -0.22 0.4933 0
34.5 0.05 2 42 0.055 -0.2 0.65 0
34.5 0.16 6 41 0.37 0 0.39 0
34.5 0.15 11 92 0.073 0.22 0.4933 0
34.75 0.16 6 41 0.31 0 0.39 0
34.75 0.15 11 84 0.073 -0.22 0.4933 0
35 0.1 0 36 0.59 0 0.65 0
35.0 0.15 11 77 0.073 0.22 0.4933 0
35.25 0.15 11 89 0.073 -0.22 0.4933 0
35.5 0.05 2 42 0.055 -0.2 0.65 0
35.5 0.16 6 41 0.37 0 0.39 0
35.5 0.15 11 84 0.073 0.22 0.4933 0
35.75 0.16 6 53 0.31 0 0.39 0
35.75 0.15 11 80 0.073 -0.22 0.4933 0
36 0.1 0 36 0.59 0 0.65 0
36.0 0.15 11 89 0.073 0.22 0.53 0
36.25 0.15 11 84 0.073 -0.22 0.53 0
36.5 0.05 2 42 0.055 -0.2 0.65 0
36.5 0.16 6 41 0.37 0 0.39 0
36.5 0.15 11 92 0.073 0.22 0.53 0
36.75 0.16 6 41 0.31 0 0.39 0
36.75 0.15 11 84 0.073 -0.22 0.53 0
37 0.1 0 36 0.59 0 0.65 0
37.0 0.15 11 77 0.073 0.22 0.53 0
37.25 0.15 11 89 0.073 -0.22 0.53 0
37.5 0.05 2 42 0.055 -0.2 0.65 0
37.5 0.16 6 41 0.37 0 0.39 0
37.5 0.15 11 84 0.073 0.22 0.53 0
37.75 0.16 6 53 0.31 0 0.39 0
37.75 0.15 11 80 0.073 -0.22 0.53 0
38 0.1 0 36 0.59 0 0.65 0
38.0 0.15 11 89 0.073 0.22 0.53 0
38.25 0.15 11 84 0.073 -0.22 0.53 0
38.5 0.05 2 42 0.055 -0.2 0.65 0
38.5 0.16 6 41 0.37 0 0.39 0
38.5 0.15 11 92 0.073 0.22 0.53 0
38.75 0.16 6 41 0.31 0 0.39 0
38.75 0.15 11 84 0.073 -0.22 0.53 0
39 0.1 0 36 0.59 0 0.65 0
39.0 0.15 11 77 0.073 0.22 0.53 0
39.25 0.15 11 89 0.073 -0.22 0.53 0
39.5 0.05 2 42 0.055 -0.2 0.65 0
39.5 0.16 6 41 0.37 0 0.39 0
39.5 0.15 11 84 0.073 0.22 0.53 0
39.75 0.16 6 53 0.31 0 0.39 0
39.75 0.15 11 80 0.073 -0.22 0.53 0
40 0.1 0 36 0.59 0 0.65 0
40 7.7 9 61 0.042 -0.55 0.4 0
40 7.7 9 65 0.042 -0.18 0.4 0
40 7.7 9 68 0.042 0.18 0.4 0
40 7.7 9 73 0.042 0.55 0.4 0
40.0 0.15 11 85 0.073 0.22 0.5667 0
40.25 0.15 11 80 0.073 -0.22 0.5667 0
40.5 0.05 2 42 0.055 -0.2 0.65 0
40.5 0.16 6 37 0.37 0 0.39 0
40.5 0.15 11 89 0.073 0.22 0.5667 0
40.75 0.16 6 37 0.31 0 0.39 0
40.75 0.15 11 80 0.073 -0.22 0.5667 0
41 0.1 0 36 0.59 0 0.65 0
41.0 0.15 11 73 0.073 0.22 0.5667 0
41.25 0.15 11 85 0.073 -0.22 0.5667 0
41.5 0.05 2 42 0.055 -0.2 0.65 0
41.5 0.16 6 37 0.37 0 0.39 0
41.5 0.15 11 80 0.073 0.22 0.5667 0
41.75 0.16 6 49 0.31 0 0.39 0
41.75 0.15 11 77 0.073 -0.22 0.5667 0
42 0.1 0 36 0.59 0 0.65 0
42.0 0.15 11 85 0.073 0.22 0.5667 0
42.25 0.15 11 80 0.073 -0.22 0.5667 0
42.5 0.05 2 42 0.055 -0.2 0.65 0
42.5 0.16 6 37 0.37 0 0.39 0
42.5 0.15 11 89 0.073 0.22 0.5667 0
42.75 0.16 6 37 0.31 0 0.39 0
42.75 0.15 11 80 0.073 -0.22 0.5667 0
43 0.1 0 36 0.59 0 0.65 0
43.0 0.15 11 73 0.073 0.22 0.5667 0
43.25 0.15 11 85 0.073 -0.22 0.5667 0
43.5 0.05 2 42 0.055 -0.2 0.65 0
43.5 0.16 6 37 0.37 0 0.39 0
43.5 0.15 11 80 0.073 0.22 0.5667 0
43.75 0.16 6 49 0.31 0 0.39 0
43.75 0.15 11 77 0.073 -0.22 0.5667 0
44 0.1 0 36 0.59 0 0.65 0
44.0 0.15 11 85 0.073 0.22 0.6033 0
44.25 0.15 11 80 0.073 -0.22 0.6033 0
44.5 0.05 2 42 0.055 -0.2 0.65 0
